competition,player_id,name,first_name,last_name,team,position,age,apps,mins_played,goals,xg,goals_vs_xg,shots,shots_on_target,shot_conv,xg_per_shot,mins_per_goal
Champions League,499716,James Rowswell,James,Rowswell,Tottenham Hotspur FC,Defender,19.69,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,461358,Julián Alvarez,Julián,Alvarez,Club Atlético de Madrid,Forward,26.14,10,833,7,6.27,0.73,29,14,24.14,0.22,119.0
Champions League,171101,Clément Lenglet,Clément,Lenglet,Club Atlético de Madrid,Defender,30.77,2,180,0,0.03,-0.03,1,0,0.0,0.03,
Champions League,488662,Johnny Cardoso,Johnny,Cardoso,Club Atlético de Madrid,Midfielder,24.5,6,293,1,0.15,0.85,3,1,33.33,0.05,293.0
Champions League,135720,Kevin Danso,Kevin,Danso,Tottenham Hotspur FC,Defender,27.51,7,468,0,0.16,-0.16,1,0,0.0,0.16,
Champions League,224919,Robin Le Normand,Robin,Le Normand,Club Atlético de Madrid,Defender,29.36,9,434,2,0.65,1.35,2,2,100.0,0.32,217.0
Champions League,487992,Matteo Ruggeri,Matteo,Ruggeri,Club Atlético de Madrid,Defender,23.7,10,758,0,0.13,-0.13,3,0,0.0,0.04,
Champions League,232787,Conor Gallagher,Conor,Gallagher,Tottenham Hotspur FC,Midfielder,26.12,7,331,1,0.25,0.75,4,2,25.0,0.06,331.0
Champions League,499726,Callum Olusesi,Callum,Olusesi,Tottenham Hotspur FC,Midfielder,19.03,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,445087,Ronald Araujo,Ronald,Araujo,FC Barcelona,Defender,27.04,7,356,0,0.17,-0.17,2,0,0.0,0.08,
Champions League,432422,Sandro Tonali,Sandro,Tonali,Newcastle United FC,Midfielder,25.87,10,900,1,1.13,-0.13,13,6,7.69,0.09,900.0
Champions League,77794,Kieran Trippier,Kieran,Trippier,Newcastle United FC,Defender,35.51,8,624,0,0.0,0.0,0,0,0.0,0.0,
Champions League,637126,Marc Bernal,Marc,Bernal,FC Barcelona,Midfielder,18.82,5,151,0,0.06,-0.06,1,1,0.0,0.06,
Champions League,200089,Joe Willock,Joe,Willock,Newcastle United FC,Midfielder,26.59,8,277,1,1.34,-0.34,10,3,10.0,0.13,277.0
Champions League,78916,Dan Burn,Dan,Burn,Newcastle United FC,Defender,33.87,10,875,1,0.78,0.22,10,7,10.0,0.08,875.0
Champions League,201666,Harvey Barnes,Harvey,Barnes,Newcastle United FC,Midfielder,28.28,11,718,6,4.06,1.94,27,18,22.22,0.15,119.66666666666667
Champions League,449434,Anthony Elanga,Anthony,Elanga,Newcastle United FC,Forward,23.9,9,414,0,0.5,-0.5,9,3,0.0,0.06,
Champions League,432656,Eric García,Eric,García,FC Barcelona,Defender,25.2,8,589,0,0.31,-0.31,6,2,0.0,0.05,
Champions League,180974,Joelinton,Joelinton Cássio,Apolinário de Lira,Newcastle United FC,Midfielder,29.61,9,527,2,1.61,0.39,9,4,22.22,0.18,263.5
Champions League,500046,Gavi,Pablo,Páez Gavira,FC Barcelona,Midfielder,21.62,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,551086,Fermín López,Fermín,López,FC Barcelona,Midfielder,22.86,8,621,5,2.13,2.87,20,10,25.0,0.11,124.2
Champions League,634630,Xavi Espart,Xavi,Espart,FC Barcelona,Defender,18.83,1,2,0,0.0,0.0,0,0,0.0,0.0,
Champions League,523234,Gerard Martín,Gerard,Martín,FC Barcelona,Defender,24.07,9,521,0,0.05,-0.05,2,1,0.0,0.02,
Champions League,219961,Raphinha,Raphael,Dias Belloli,FC Barcelona,Forward,29.27,6,454,1,1.44,-0.44,15,5,6.67,0.1,454.0
Champions League,56764,Robert Lewandowski,Robert,Lewandowski,FC Barcelona,Forward,37.59,8,490,2,2.68,-0.68,19,8,10.53,0.14,245.0
Champions League,593109,Lamine Yamal,Lamine Yamal,Nasraoui Ebana,FC Barcelona,Forward,18.69,7,604,4,3.21,0.79,24,9,16.67,0.13,151.0
Champions League,465642,Malick Thiaw,Malick,Thiaw,Newcastle United FC,Defender,24.62,10,837,1,0.62,0.38,7,3,14.29,0.09,837.0
Champions League,232826,Anthony Gordon,Anthony,Gordon,Newcastle United FC,Forward,25.07,11,689,10,8.39,1.61,25,14,40.0,0.34,68.9
Champions League,441191,Tino Livramento,Tino,Livramento,Newcastle United FC,Defender,23.36,4,263,0,0.02,-0.02,1,0,0.0,0.02,
Champions League,545477,Alex Murphy,Alex,Murphy,Newcastle United FC,Defender,21.74,1,90,0,0.23,-0.23,1,0,0.0,0.23,
Champions League,220237,Sven Botman,Sven,Botman,Newcastle United FC,Defender,26.19,7,518,1,0.42,0.58,6,4,16.67,0.07,518.0
Champions League,176297,Marcus Rashford,Marcus,Rashford,FC Barcelona,Forward,28.39,9,484,5,1.31,3.69,23,7,21.74,0.06,96.8
Champions League,487838,Lewis Hall,Lewis,Hall,Newcastle United FC,Defender,21.53,9,558,0,0.02,-0.02,1,0,0.0,0.02,
Champions League,490541,Pedri,Pedro,González López,FC Barcelona,Midfielder,23.32,6,470,0,0.17,-0.17,3,2,0.0,0.06,
Champions League,599303,Sean Neave,Sean,Neave,Newcastle United FC,Forward,18.82,1,3,0,0.0,0.0,0,0,0.0,0.0,
Champions League,538207,William Osula,William,Osula,Newcastle United FC,Forward,22.63,5,184,0,0.89,-0.89,6,2,0.0,0.15,
Champions League,216646,Yoane Wissa,Yoane,Wissa,Newcastle United FC,Forward,29.55,4,101,1,0.75,0.25,2,1,50.0,0.37,101.0
Champions League,179370,Dani Olmo,Dani,Olmo,FC Barcelona,Midfielder,27.88,7,243,1,0.49,0.51,9,3,11.11,0.05,243.0
Champions League,224444,Ferran Torres,Ferran,Torres,FC Barcelona,Forward,26.06,7,248,2,2.42,-0.42,11,4,18.18,0.22,124.0
Champions League,232653,Jacob Ramsey,Jacob,Ramsey,Newcastle United FC,Midfielder,24.82,8,309,0,0.23,-0.23,4,1,0.0,0.06,
Champions League,470313,Nick Woltemade,Nick,Woltemade,Newcastle United FC,Forward,24.1,10,653,1,1.43,-0.43,12,2,8.33,0.12,653.0
Champions League,634056,Álvaro Cortés,Álvaro,Cortés,FC Barcelona,Defender,21.01,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,114243,Jacob Murphy,Jacob,Murphy,Newcastle United FC,Midfielder,31.08,8,343,1,0.81,0.19,10,3,10.0,0.08,343.0
Champions League,669939,Tomás Marqués,Tomás,Marqués,FC Barcelona,Midfielder,19.39,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,494927,Marc Casadó,Marc,Casadó,FC Barcelona,Midfielder,22.52,6,195,0,0.0,0.0,0,0,0.0,0.0,
Champions League,121145,João Cancelo,João Pedro,Cavaco Cancelo,FC Barcelona,Defender,31.82,1,90,0,0.05,-0.05,1,0,0.0,0.05,
Champions League,561098,Roony Bardghji,Roony,Bardghji,FC Barcelona,Forward,20.35,4,84,0,0.11,-0.11,3,1,0.0,0.04,
Champions League,593110,Pau Cubarsí,Pau,Cubarsí,FC Barcelona,Defender,19.16,8,610,0,0.05,-0.05,2,1,0.0,0.03,
Champions League,244731,Luis Díaz,Luis,Díaz,FC Bayern München,Forward,29.19,7,531,3,2.58,0.42,18,10,16.67,0.14,177.0
Champions League,208540,Odilon Kossounou,Odilon,Kossounou,Atalanta Bergamasca Calcio,Defender,25.21,9,722,0,0.55,-0.55,2,1,0.0,0.27,
Champions League,133798,Serge Gnabry,Serge,Gnabry,FC Bayern München,Forward,30.69,8,413,2,1.66,0.34,12,5,16.67,0.14,206.5
Champions League,249621,Min-Jae Kim,Min-Jae,Kim,FC Bayern München,Defender,29.35,6,224,0,0.12,-0.12,2,0,0.0,0.06,
Champions League,617164,Federico Cassa,Federico,Cassa,Atalanta Bergamasca Calcio,Midfielder,20.13,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,517052,Nicolas Jackson,Nicolas,Jackson,FC Bayern München,Forward,24.75,7,283,3,2.57,0.43,16,10,18.75,0.16,94.33333333333333
Champions League,656606,Dominic Vavassori,Dominic,Vavassori,Atalanta Bergamasca Calcio,Forward,20.28,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,508878,Lorenzo Bernasconi,Lorenzo,Bernasconi,Atalanta Bergamasca Calcio,Defender,22.35,9,757,0,0.09,-0.09,3,0,0.0,0.03,
Champions League,523991,Isak Hien,Isak,Hien,Atalanta Bergamasca Calcio,Defender,27.19,8,620,0,0.49,-0.49,3,1,0.0,0.16,
Champions League,109126,Konrad Laimer,Konrad,Laimer,FC Bayern München,Midfielder,28.82,7,560,0,0.26,-0.26,2,0,0.0,0.13,
Champions League,96645,Berat Djimsiti,Berat,Djimsiti,Atalanta Bergamasca Calcio,Defender,33.09,10,702,0,0.06,-0.06,2,1,0.0,0.03,
Champions League,519086,Tom Bischof,Tom,Bischof,FC Bayern München,Midfielder,20.73,8,286,0,0.32,-0.32,5,0,0.0,0.06,
Champions League,477529,Lazar Samardzic,Lazar,Samardzic,Atalanta Bergamasca Calcio,Midfielder,24.07,9,261,3,2.18,0.82,11,4,27.27,0.2,87.0
Champions League,225059,Alphonso Davies,Alphonso,Davies,FC Bayern München,Defender,25.38,4,79,0,0.0,0.0,0,0,0.0,0.0,
Champions League,105700,Davide Zappacosta,Davide,Zappacosta,Atalanta Bergamasca Calcio,Defender,33.78,10,746,1,0.39,0.61,12,2,8.33,0.03,746.0
Champions League,119090,Leon Goretzka,Leon,Goretzka,FC Bayern München,Midfielder,31.13,7,83,0,0.13,-0.13,2,0,0.0,0.06,
Champions League,82428,Marten de Roon,Marten,de Roon,Atalanta Bergamasca Calcio,Midfielder,34.99,11,866,0,0.27,-0.27,5,1,0.0,0.05,
Champions League,78830,Harry Kane,Harry,Kane,FC Bayern München,Forward,32.65,8,607,8,6.6,1.4,29,16,27.59,0.23,75.875
Champions League,244847,Yunus Musah,Yunus,Musah,Atalanta Bergamasca Calcio,Midfielder,23.31,7,238,0,0.8,-0.8,5,1,0.0,0.16,
Champions League,437921,Josip Stanisic,Josip,Stanisic,FC Bayern München,Defender,25.97,5,405,1,1.05,-0.05,3,1,33.33,0.35,405.0
Champions League,244857,Jamal Musiala,Jamal,Musiala,FC Bayern München,Midfielder,23.07,2,107,2,1.52,0.48,3,2,66.67,0.51,53.5
Champions League,165687,Joshua Kimmich,Joshua,Kimmich,FC Bayern München,Midfielder,31.12,9,800,0,1.36,-1.36,7,2,0.0,0.19,
Champions League,199661,Dayot Upamecano,Dayot,Upamecano,FC Bayern München,Defender,27.4,8,658,0,0.17,-0.17,5,2,0.0,0.03,
Champions League,648440,Lennart Karl,Lennart,Karl,FC Bayern München,Midfielder,18.07,6,373,3,2.01,0.99,15,8,20.0,0.13,124.33333333333333
Champions League,247957,Mitchel Bakker,Mitchel,Bakker,Atalanta Bergamasca Calcio,Defender,25.75,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,164454,Jonathan Tah,Jonathan,Tah,FC Bayern München,Defender,30.11,9,692,1,0.16,0.84,1,1,100.0,0.16,692.0
Champions League,504783,Kamaldeen Sulemana,Kamaldeen,Sulemana,Atalanta Bergamasca Calcio,Forward,24.1,8,217,0,0.66,-0.66,7,0,0.0,0.09,
Champions League,233723,Nikola Krstovic,Nikola,Krstovic,Atalanta Bergamasca Calcio,Forward,25.96,11,557,1,3.44,-2.44,23,10,4.35,0.15,557.0
Champions League,443661,Michael Olise,Michael,Olise,FC Bayern München,Midfielder,24.27,9,721,3,3.2,-0.2,30,12,10.0,0.11,240.33333333333334
Champions League,466147,Nicola Zalewski,Nicola,Zalewski,Atalanta Bergamasca Calcio,Midfielder,24.16,6,353,0,0.27,-0.27,7,2,0.0,0.04,
Champions League,111457,Sead Kolasinac,Sead,Kolasinac,Atalanta Bergamasca Calcio,Defender,32.76,6,381,0,0.16,-0.16,2,0,0.0,0.08,
Champions League,209330,Raoul Bellanova,Raoul,Bellanova,Atalanta Bergamasca Calcio,Defender,25.85,8,389,0,0.21,-0.21,2,0,0.0,0.11,
Champions League,120772,Raphaël Guerreiro,Raphaël Adelino José,Guerreiro,FC Bayern München,Defender,32.25,6,252,1,0.89,0.11,3,1,33.33,0.3,252.0
Champions League,515675,Aleksandar Pavlovic,Aleksandar,Pavlovic,FC Bayern München,Midfielder,21.88,9,760,0,0.58,-0.58,9,4,0.0,0.06,
Champions League,164570,Mario Pasalic,Mario,Pasalic,Atalanta Bergamasca Calcio,Midfielder,31.12,8,514,3,2.91,0.09,11,5,27.27,0.26,171.33333333333334
Champions League,605972,Honest Ahanor,Honest,Ahanor,Atalanta Bergamasca Calcio,Defender,18.07,8,360,0,0.11,-0.11,2,1,0.0,0.05,
Champions League,195899,Gianluca Scamacca,Gianluca,Scamacca,Atalanta Bergamasca Calcio,Forward,27.22,9,431,3,3.38,-0.38,18,5,16.67,0.19,143.66666666666666
Champions League,218329,Victor Osimhen,Victor,Osimhen,Galatasaray Spor Kulübü,Forward,27.23,9,796,7,7.68,-0.68,41,25,17.07,0.19,113.71428571428571
Champions League,438346,Yunus Akgün,Yunus,Akgün,Galatasaray Spor Kulübü,Forward,25.71,8,420,2,0.78,1.22,9,5,22.22,0.09,210.0
Champions League,182156,Leroy Sané,Leroy,Sané,Galatasaray Spor Kulübü,Forward,30.2,9,678,0,0.5,-0.5,10,4,0.0,0.05,
Champions League,591386,Trey Nyoni,Trey,Nyoni,Liverpool FC,Midfielder,18.72,1,23,0,0.0,0.0,0,0,0.0,0.0,
Champions League,596042,Kieran Morrison,Kieran,Morrison,Liverpool FC,Midfielder,19.36,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,216094,Jeremie Frimpong,Jeremie,Frimpong,Liverpool FC,Defender,25.28,6,263,0,0.17,-0.17,2,1,0.0,0.08,
Champions League,230753,Gabriel Sara,Gabriel Davi,Gomes Sara,Galatasaray Spor Kulübü,Midfielder,26.74,11,647,1,0.98,0.02,18,4,5.56,0.05,647.0
Champions League,424876,Dominik Szoboszlai,Dominik,Szoboszlai,Liverpool FC,Midfielder,25.41,9,795,4,2.53,1.47,23,12,17.39,0.11,198.75
Champions League,122798,Andy Robertson,Andy,Robertson,Liverpool FC,Defender,32.04,6,474,1,0.3,0.7,3,1,33.33,0.1,474.0
Champions League,59859,Ilkay Gündogan,Ilkay,Gündogan,Galatasaray Spor Kulübü,Midfielder,35.42,8,415,0,0.89,-0.89,3,2,0.0,0.3,
Champions League,243298,Cody Gakpo,Cody,Gakpo,Liverpool FC,Forward,26.88,8,397,2,2.32,-0.32,16,8,12.5,0.14,198.5
Champions League,204716,Ibrahima Konaté,Ibrahima,Konaté,Liverpool FC,Defender,26.83,7,601,1,0.67,0.33,7,2,14.29,0.1,601.0
Champions League,106109,Mauro Icardi,Mauro,Icardi,Galatasaray Spor Kulübü,Forward,33.09,9,230,0,0.61,-0.61,7,1,0.0,0.09,
Champions League,118748,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,Liverpool FC,Forward,33.77,8,554,2,2.53,-0.53,18,6,11.11,0.14,277.0
Champions League,243016,Alexis Mac Allister,Alexis,Mac Allister,Liverpool FC,Midfielder,27.24,9,599,3,2.59,0.41,15,6,20.0,0.17,199.66666666666666
Champions League,481616,Sacha Boey,Sacha,Boey,Galatasaray Spor Kulübü,Defender,25.52,6,141,1,0.31,0.69,3,1,33.33,0.1,141.0
Champions League,611926,Amara Nallo,Amara,Nallo,Liverpool FC,Defender,19.34,1,15,0,0.0,0.0,0,0,0.0,0.0,
Champions League,514355,Baris Alper Yilmaz,Baris Alper,Yilmaz,Galatasaray Spor Kulübü,Forward,25.83,11,899,1,1.95,-0.95,14,5,7.14,0.14,899.0
Champions League,97032,Virgil van Dijk,Virgil,van Dijk,Liverpool FC,Defender,34.71,9,810,2,1.75,0.25,16,4,12.5,0.11,405.0
Champions League,198849,Lucas Torreira,Lucas,Torreira,Galatasaray Spor Kulübü,Midfielder,30.11,11,929,0,0.34,-0.34,9,1,0.0,0.04,
Champions League,421002,Noa Lang,Noa,Lang,Galatasaray Spor Kulübü,Forward,26.76,9,466,2,1.85,0.15,10,3,20.0,0.18,233.0
Champions League,197109,Roland Sallai,Roland,Sallai,Galatasaray Spor Kulübü,Forward,28.84,11,810,0,0.34,-0.34,5,1,0.0,0.07,
Champions League,482991,Eren Elmali,Eren,Elmali,Galatasaray Spor Kulübü,Defender,25.71,9,254,0,0.1,-0.1,3,0,0.0,0.03,
Champions League,159522,Kaan Ayhan,Kaan,Ayhan,Galatasaray Spor Kulübü,Defender,31.37,4,43,0,0.0,0.0,0,0,0.0,0.0,
Champions League,171287,Joe Gomez,Joe,Gomez,Liverpool FC,Defender,28.83,4,263,0,0.06,-0.06,1,0,0.0,0.06,
Champions League,166050,Abdülkerim Bardakci,Abdülkerim,Bardakci,Galatasaray Spor Kulübü,Defender,31.54,10,895,0,0.45,-0.45,6,2,0.0,0.08,
Champions League,441266,Ryan Gravenberch,Ryan,Gravenberch,Liverpool FC,Midfielder,23.85,8,692,0,0.26,-0.26,5,2,0.0,0.05,
Champions League,438280,Ahmed Kutucu,Ahmed,Kutucu,Galatasaray Spor Kulübü,Forward,26.06,1,23,0,0.01,-0.01,1,0,0.0,0.01,
Champions League,173904,Davinson Sánchez,Davinson,Sánchez,Galatasaray Spor Kulübü,Defender,29.78,11,1020,1,1.48,-0.48,8,4,12.5,0.19,1020.0
Champions League,521845,Yáser Asprilla,Yáser,Asprilla,Galatasaray Spor Kulübü,Forward,22.34,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,441574,Ismail Jakobs,Ismail,Jakobs,Galatasaray Spor Kulübü,Defender,26.6,11,781,0,0.06,-0.06,2,0,0.0,0.03,
Champions League,494595,Florian Wirtz,Florian,Wirtz,Liverpool FC,Midfielder,22.88,8,583,1,1.39,-0.39,15,6,6.67,0.09,583.0
Champions League,544877,Milos Kerkez,Milos,Kerkez,Liverpool FC,Defender,22.37,6,336,0,0.31,-0.31,3,0,0.0,0.1,
Champions League,151086,Mario Lemina,Mario,Lemina,Galatasaray Spor Kulübü,Midfielder,32.56,8,640,1,0.64,0.36,5,3,20.0,0.13,640.0
Champions League,206915,Curtis Jones,Curtis,Jones,Liverpool FC,Midfielder,25.14,6,382,0,0.06,-0.06,2,1,0.0,0.03,
Champions League,611922,Rio Ngumoha,Rio,Ngumoha,Liverpool FC,Forward,17.56,2,39,0,0.19,-0.19,1,0,0.0,0.19,
Champions League,510663,Hugo Ekitiké,Hugo,Ekitiké,Liverpool FC,Forward,23.75,9,640,2,5.03,-3.03,28,9,7.14,0.18,320.0
Champions League,478960,Wilfried Singo,Wilfried,Singo,Galatasaray Spor Kulübü,Defender,25.24,6,390,0,0.13,-0.13,4,0,0.0,0.03,
Champions League,204644,Teun Koopmeiners,Teun,Koopmeiners,Juventus FC,Midfielder,28.06,10,744,2,1.8,0.2,9,4,22.22,0.2,372.0
Champions League,235530,Lloyd Kelly,Lloyd,Kelly,Juventus FC,Defender,27.46,9,769,1,0.85,0.15,6,1,16.67,0.14,769.0
Champions League,636905,Niccolò Rizzo,Niccolò,Rizzo,Juventus FC,Defender,18.67,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,543612,Federico Gatti,Federico,Gatti,Juventus FC,Defender,27.75,5,446,2,1.82,0.18,6,4,33.33,0.3,223.0
Champions League,135365,Jérémie Boga,Jérémie,Boga,Juventus FC,Forward,29.22,1,53,0,0.12,-0.12,3,0,0.0,0.04,
Champions League,493115,Fabio Miretti,Fabio,Miretti,Juventus FC,Midfielder,22.63,7,266,0,0.33,-0.33,6,1,0.0,0.06,
Champions League,171387,Manuel Locatelli,Manuel,Locatelli,Juventus FC,Midfielder,28.2,9,646,1,1.0,0.0,9,3,11.11,0.11,646.0
Champions League,421821,Jonathan David,Jonathan,David,Juventus FC,Forward,26.19,9,397,2,4.06,-2.06,11,4,18.18,0.37,198.5
Champions League,241519,Weston McKennie,Weston,McKennie,Juventus FC,Midfielder,27.57,10,899,4,1.43,2.57,12,7,33.33,0.12,224.75
Champions League,585201,Vasilije Adzic,Vasilije,Adzic,Juventus FC,Midfielder,19.86,7,186,0,0.2,-0.2,3,1,0.0,0.07,
Champions League,428585,Bremer,Gleison Bremer,Silva Nascimento,Juventus FC,Defender,29.01,4,304,0,0.0,0.0,1,0,0.0,0.0,
Champions League,669405,Javier Gil,Javier,Gil,Juventus FC,Defender,19.88,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,235084,Loïs Openda,Loïs,Openda,Juventus FC,Forward,26.1,8,320,1,0.95,0.05,11,2,9.09,0.09,320.0
Champions League,242887,Khéphren Thuram,Khéphren,Thuram,Juventus FC,Midfielder,24.99,9,593,1,0.78,0.22,9,3,11.11,0.09,593.0
Champions League,547103,Kenan Yildiz,Kenan,Yildiz,Juventus FC,Forward,20.88,10,768,1,1.9,-0.9,25,10,4.0,0.08,768.0
Champions League,104215,Filip Kostic,Filip,Kostic,Juventus FC,Midfielder,33.39,5,59,0,0.17,-0.17,5,2,0.0,0.03,
Champions League,431128,Edon Zhegrova,Edon,Zhegrova,Juventus FC,Forward,26.98,6,143,0,0.49,-0.49,8,3,0.0,0.06,
Champions League,466041,Pierre Kalulu,Pierre,Kalulu,Juventus FC,Defender,25.79,10,919,0,0.27,-0.27,4,1,0.0,0.07,
Champions League,465630,Francisco Conceição,Francisco,Fernandes da Conceição,Juventus FC,Forward,23.27,9,500,1,1.42,-0.42,17,6,5.88,0.08,500.0
Champions League,201057,Thilo Kehrer,Thilo,Kehrer,AS Monaco FC,Defender,29.5,9,688,0,0.54,-0.54,7,0,0.0,0.08,
Champions League,232223,Folarin Balogun,Folarin,Balogun,AS Monaco FC,Forward,24.72,10,813,5,4.78,0.22,27,12,18.52,0.18,162.6
Champions League,535818,Simon Adingra,Simon,Adingra,AS Monaco FC,Forward,24.22,2,86,0,0.08,-0.08,3,1,0.0,0.03,
Champions League,212701,Denis Zakaria,Denis,Zakaria,AS Monaco FC,Midfielder,29.34,6,507,0,0.97,-0.97,6,3,0.0,0.16,
Champions League,222695,Jordan Teze,Jordan,Teze,AS Monaco FC,Defender,26.48,9,673,3,1.27,1.73,10,6,30.0,0.13,224.33333333333334
Champions League,604124,Mamadou Coulibaly,Mamadou,Coulibaly,AS Monaco FC,Midfielder,21.92,9,516,0,0.49,-0.49,4,1,0.0,0.12,
Champions League,632794,Aladji Bamba,Aladji,Bamba,AS Monaco FC,Midfielder,19.68,5,156,0,0.0,0.0,0,0,0.0,0.0,
Champions League,578500,Christian Mawissa,Christian,Mawissa,AS Monaco FC,Defender,20.92,3,114,0,0.0,0.0,0,0,0.0,0.0,
Champions League,617480,Samuel Nibombé,Samuel,Nibombé,AS Monaco FC,Midfielder,18.6,1,1,0,0.0,0.0,0,0,0.0,0.0,
Champions League,555894,Maghnes Akliouche,Maghnes,Akliouche,AS Monaco FC,Midfielder,24.07,10,835,1,3.24,-2.24,26,11,3.85,0.12,835.0
Champions League,633698,Ilane Touré,Ilane,Touré,AS Monaco FC,Midfielder,19.63,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,520403,Vanderson,Vanderson,de Oliveira Campos,AS Monaco FC,Defender,24.75,8,589,0,0.45,-0.45,5,3,0.0,0.09,
Champions League,465607,Ansu Fati,Ansu,Fati,AS Monaco FC,Forward,23.39,5,235,1,0.79,0.21,7,2,14.29,0.11,235.0
Champions League,218218,Wout Faes,Wout,Faes,AS Monaco FC,Defender,27.97,2,180,0,0.21,-0.21,3,0,0.0,0.07,
Champions League,549946,Stanis Idumbo,Stanis,Idumbo,AS Monaco FC,Midfielder,20.73,1,26,0,0.0,0.0,0,0,0.0,0.0,
Champions League,444880,Mika Biereth,Mika,Biereth,AS Monaco FC,Forward,23.12,8,123,0,0.22,-0.22,2,1,0.0,0.11,
Champions League,230971,Caio Henrique,Caio Henrique,Oliveira Silva,AS Monaco FC,Defender,28.64,9,765,0,0.03,-0.03,1,1,0.0,0.03,
Champions League,585597,Lamine Camara,Lamine,Camara,AS Monaco FC,Midfielder,22.22,6,516,0,0.34,-0.34,4,1,0.0,0.08,
Champions League,489853,Andreas Schjelderup,Andreas,Schjelderup,SL Benfica,Forward,21.8,7,421,2,0.74,1.26,9,3,22.22,0.08,210.5
Champions League,212690,Vangelis Pavlidis,Vangelis,Pavlidis,SL Benfica,Forward,27.33,10,811,2,3.94,-1.94,21,6,9.52,0.19,405.5
Champions League,50188,David Alaba,David,Alaba,Real Madrid CF,Defender,33.75,3,115,0,0.0,0.0,0,0,0.0,0.0,
Champions League,461266,Alexander Bah,Alexander,Bah,SL Benfica,Defender,28.28,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,491287,Enzo Barrenechea,Enzo,Barrenechea,SL Benfica,Midfielder,24.83,9,573,1,0.48,0.52,6,2,16.67,0.08,573.0
Champions League,148515,Rafa,Rafael Alexandre,Fernandes Ferreira da Silva,SL Benfica,Midfielder,32.85,2,164,1,1.09,-0.09,5,2,20.0,0.22,164.0
Champions League,501534,Richard Ríos,Richard,Ríos,SL Benfica,Midfielder,25.8,8,622,1,1.24,-0.24,12,5,8.33,0.1,622.0
Champions League,134103,Fredrik Aursnes,Fredrik,Aursnes,SL Benfica,Midfielder,30.28,10,863,0,1.11,-1.11,11,2,0.0,0.1,
Champions League,463726,Amar Dedic,Amar,Dedic,SL Benfica,Defender,23.59,10,804,0,0.41,-0.41,6,3,0.0,0.07,
Champions League,550342,Samuel Dahl,Samuel,Dahl,SL Benfica,Defender,23.05,9,789,1,0.1,0.9,3,1,33.33,0.03,789.0
Champions League,219002,Dodi Lukébakio,Dodi,Lukébakio,SL Benfica,Forward,28.49,4,266,0,1.22,-1.22,13,6,0.0,0.09,
Champions League,483067,António Silva,António João,Pereira de Albuquerque Tavares da Silva,SL Benfica,Defender,22.39,6,358,0,0.0,0.0,0,0,0.0,0.0,
Champions League,465911,Heorhii Sudakov,Heorhii,Sudakov,SL Benfica,Midfielder,23.55,9,651,0,0.5,-0.5,12,3,0.0,0.04,
Champions League,515168,Franjo Ivanovic,Franjo,Ivanovic,SL Benfica,Forward,22.47,7,163,0,0.64,-0.64,5,1,0.0,0.13,
Champions League,563789,Sidny Cabral,Sidny,Lopes Cabral,SL Benfica,Defender,23.51,2,11,0,0.1,-0.1,2,0,0.0,0.05,
Champions League,515501,Álvaro Carreras,Álvaro,Carreras,Real Madrid CF,Defender,23.0,8,707,0,0.09,-0.09,3,0,0.0,0.03,
Champions League,57410,Nicolás Otamendi,Nicolás,Otamendi,SL Benfica,Defender,38.12,10,900,0,0.52,-0.52,8,3,0.0,0.07,
Champions League,514530,Manu Silva,Manuel Jorge,Silva,SL Benfica,Midfielder,24.78,1,1,0,0.0,0.0,0,0,0.0,0.0,
Champions League,648052,José Neto,José Pedro,Formoso Neto,SL Benfica,Defender,17.92,1,1,0,0.0,0.0,0,0,0.0,0.0,
Champions League,447281,Leandro Barreiro,Leandro,Barreiro,SL Benfica,Midfielder,26.22,9,630,2,1.32,0.68,9,4,22.22,0.15,315.0
Champions League,648044,Anísio Cabral,Anísio Cláudio,Fernandes Reis Cabral,SL Benfica,Forward,18.09,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,465192,Tomás Araújo,Tomás,Lemos Araújo,SL Benfica,Defender,23.85,9,656,0,0.02,-0.02,1,1,0.0,0.02,
Champions League,204581,Salih Özcan,Salih,Özcan,BV Borussia 09 Dortmund,Midfielder,28.19,0,0,0,0.0,0.0,0,0,0.0,0.0,
Champions League,636717,Samuele Inácio,Samuele,Inácio,BV Borussia 09 Dortmund,Forward,17.96,0,0,0,0.0,0.0,0,0,0.0,0.0,
